,pre,post,witvliet_7_syn,witvliet_8_syn,cel_n2u_syn,pristi_series14,pristi_series15,how_many_datasets_have_syn,sum_synaptic_weight,average_synaptic_weight,herm_conservation,pristi_conservation,species_specific,how_many_datasets_have_syn_include_zeros
1821,SAA,RMD,0.0,0.0,1.0,1.0,0.0,2,2.0,2.0,1,1,not specific,2.0
1822,SAA,RME,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1823,SAA,RMF,4.0,7.0,18.0,5.0,5.0,5,39.0,39.0,3,2,core,39.0
1824,SAA,RMG,0.0,1.0,1.0,0.0,4.0,3,6.0,3.0,2,1,not specific,6.0
1825,SAA,RMH,0.0,0.0,0.0,7.0,0.0,1,7.0,7.0,0,1,not specific,7.0
1826,SAA,SAA,0.0,0.0,1.0,6.0,8.0,3,15.0,15.0,1,2,not specific,15.0
1827,SAA,SIB,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1828,SAA,SMB,0.0,0.0,6.0,0.0,0.0,1,6.0,2.0,1,0,not specific,6.0
1829,SAA,SMD,20.0,21.0,41.0,19.0,10.0,5,111.0,37.0,3,2,core,111.0
1830,SDQ,ADA,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
1831,SDQ,ADL,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1832,SDQ,AIB,1.0,4.0,10.0,3.0,3.0,5,21.0,10.5,3,2,core,21.0
1833,SDQ,AIZ,0.0,0.0,0.0,13.0,0.0,1,13.0,4.333333333333333,0,1,not specific,13.0
1834,SDQ,ALM,1.0,0.0,2.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1835,SDQ,AVA,4.0,6.0,26.0,3.0,3.0,5,42.0,42.0,3,2,core,42.0
1836,SDQ,AVB,13.0,11.0,54.0,42.0,21.0,5,141.0,141.0,3,2,core,141.0
1837,SDQ,AVD,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
1838,SDQ,AVE,0.0,0.0,1.0,3.0,0.0,2,4.0,4.0,1,1,not specific,4.0
1839,SDQ,AVK,0.0,0.0,0.0,12.0,0.0,1,12.0,4.0,0,1,not specific,12.0
1840,SDQ,CEP,0.0,0.0,0.0,3.0,0.0,1,3.0,0.6,0,1,not specific,3.0
1841,SDQ,DVA,3.0,7.0,16.0,3.0,8.0,5,37.0,18.5,3,2,core,37.0
1842,SDQ,FLP,1.0,1.0,3.0,0.0,0.0,3,5.0,5.0,3,0,cel_specific,5.0
1843,SDQ,IL1,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1844,SDQ,PLN,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
1845,SDQ,PVC,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1846,SDQ,RIA,2.0,0.0,0.0,1.0,0.0,2,3.0,3.0,1,1,not specific,3.0
1847,SDQ,RIC,3.0,1.0,7.0,5.0,0.0,4,16.0,16.0,3,1,not specific,16.0
1848,SDQ,RIM,1.0,0.0,0.0,12.0,17.0,3,30.0,15.0,1,2,not specific,30.0
1849,SDQ,RIP,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1850,SDQ,RIS,2.0,1.0,8.0,0.0,0.0,3,11.0,11.0,3,0,cel_specific,11.0
1851,SDQ,RIV,1.0,0.0,0.0,4.0,0.0,2,5.0,,1,1,not specific,5.0
1852,SDQ,RMF,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
1853,SDQ,RMG,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1854,SDQ,RMH,0.0,0.0,22.0,0.0,0.0,1,22.0,22.0,1,0,not specific,22.0
1855,SDQ,SAA,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1856,SDQ,SDQ,3.0,1.0,4.0,0.0,0.0,3,8.0,1.6,3,0,cel_specific,8.0
1857,SDQ,SIA,0.0,0.0,0.0,4.0,0.0,1,4.0,,0,1,not specific,4.0
1858,SDQ,SIB,1.0,1.0,1.0,0.0,0.0,3,3.0,3.0,3,0,cel_specific,3.0
1859,SDQ,SMB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
1860,SDQ,SMD,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1861,SDQ,URY,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1862,SIA,ADE,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1863,SIA,ALM,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1864,SIA,ALN,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
1865,SIA,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1866,SIA,AVF,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1867,SIA,CEP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
1868,SIA,IL1,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
1869,SIA,IL2,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1870,SIA,RMD,0.0,0.0,5.0,0.0,0.0,1,5.0,2.5,1,0,not specific,5.0
1871,SIA,SMB,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0
1872,SIB,AVD,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1873,SIB,PVP,0.0,0.0,1.0,0.0,3.0,2,4.0,4.0,1,1,not specific,4.0
1874,SIB,RIC,0.0,0.0,0.0,0.0,5.0,1,5.0,5.0,0,1,not specific,5.0
1875,SIB,RID,0.0,0.0,1.0,0.0,0.0,1,1.0,0.25,1,0,not specific,1.0
1876,SIB,RMD,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0,1,not specific,1.0
1877,SIB,RMH,0.0,0.0,0.0,0.0,3.0,1,3.0,1.0,0,1,not specific,3.0
1878,SIB,SIA,0.0,0.0,0.0,0.0,2.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
1879,SIB,SMB,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1880,SMB,ADA,1.0,4.0,0.0,0.0,0.0,2,5.0,2.5,2,0,not specific,5.0
1881,SMB,ADL,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1882,SMB,AIM,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1883,SMB,AIZ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1884,SMB,ALN,4.0,5.0,6.0,0.0,0.0,3,15.0,7.5,3,0,cel_specific,15.0
1885,SMB,AVA,0.0,1.0,1.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
1886,SMB,AVB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1887,SMB,AVF,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1888,SMB,AVH,0.0,0.0,3.0,0.0,0.0,1,3.0,1.0,1,0,not specific,3.0
1889,SMB,AVJ,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1890,SMB,CEP,0.0,2.0,8.0,8.0,7.0,4,25.0,25.0,2,2,not specific,25.0
1891,SMB,IL1,0.0,0.0,0.0,2.0,0.0,1,2.0,1.0,0,1,not specific,2.0
1892,SMB,PLN,3.0,5.0,8.0,0.0,1.0,4,17.0,3.4,3,1,not specific,17.0
1893,SMB,PVP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1894,SMB,RIA,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1895,SMB,RIH,0.0,0.0,3.0,0.0,0.0,1,3.0,,1,0,not specific,3.0
1896,SMB,RIV,0.0,0.0,1.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
1897,SMB,RMD,3.0,5.0,6.0,1.0,0.0,4,15.0,,3,1,not specific,15.0
1898,SMB,RME,19.0,18.0,58.0,0.0,0.0,3,95.0,95.0,3,0,cel_specific,95.0
1899,SMB,RMG,0.0,0.0,3.0,0.0,0.0,1,3.0,0.6,1,0,not specific,3.0
1900,SMB,RMH,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1901,SMB,SAA,26.0,31.0,47.0,18.0,1.0,5,123.0,41.0,3,2,core,123.0
1902,SMB,SIA,0.0,1.0,7.0,2.0,0.0,3,10.0,3.3333333333333335,2,1,not specific,10.0
1903,SMB,SIB,0.0,2.0,0.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1904,SMB,SMB,0.0,0.0,9.0,0.0,0.0,1,9.0,9.0,1,0,not specific,9.0
1905,SMB,SMD,0.0,0.0,3.0,0.0,0.0,1,3.0,0.6,1,0,not specific,3.0
1906,SMD,AIB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
1907,SMD,AIZ,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1908,SMD,ALN,0.0,0.0,5.0,8.0,0.0,2,13.0,13.0,1,1,not specific,13.0
1909,SMD,ASG,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1910,SMD,ASJ,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1911,SMD,AVA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1912,SMD,AVE,0.0,0.0,4.0,0.0,0.0,1,4.0,1.0,1,0,not specific,4.0
1913,SMD,CEP,6.0,2.0,2.0,54.0,21.0,5,85.0,28.333333333333332,3,2,core,85.0
1914,SMD,IL1,0.0,0.0,0.0,18.0,6.0,2,24.0,4.8,0,2,pristi_specific,24.0
1915,SMD,IL2,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1916,SMD,OLL,0.0,1.0,0.0,2.0,0.0,2,3.0,1.0,1,1,not specific,3.0
1917,SMD,PLN,0.0,0.0,0.0,3.0,2.0,2,5.0,1.6666666666666667,0,2,pristi_specific,5.0
1918,SMD,PVR,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1919,SMD,RIA,55.0,59.0,121.0,83.0,53.0,5,371.0,185.5,3,2,core,371.0
1920,SMD,RIB,0.0,0.0,2.0,5.0,0.0,2,7.0,1.75,1,1,not specific,7.0
1921,SMD,RIC,0.0,0.0,0.0,2.0,2.0,2,4.0,4.0,0,2,pristi_specific,4.0
1922,SMD,RIM,3.0,3.0,7.0,2.0,0.0,4,15.0,5.0,3,1,not specific,15.0
1923,SMD,RIS,1.0,2.0,5.0,8.0,2.0,5,18.0,6.0,3,2,core,18.0
1924,SMD,RIV,0.0,0.0,8.0,0.0,0.0,1,8.0,2.6666666666666665,1,0,not specific,8.0
1925,SMD,RMD,3.0,5.0,11.0,57.0,26.0,5,102.0,34.0,3,2,core,102.0
1926,SMD,RME,1.0,0.0,23.0,2.0,0.0,3,26.0,26.0,2,1,not specific,26.0
1927,SMD,RMF,0.0,0.0,0.0,2.0,0.0,1,2.0,0.4,0,1,not specific,2.0
1928,SMD,RMG,0.0,0.0,0.0,5.0,0.0,1,5.0,,0,1,not specific,5.0
1929,SMD,SAA,0.0,0.0,1.0,2.0,4.0,3,7.0,,1,2,not specific,7.0
1930,SMD,SIA,1.0,0.0,1.0,3.0,0.0,3,5.0,2.5,2,1,not specific,5.0
1931,SMD,SIB,0.0,0.0,3.0,0.0,0.0,1,3.0,0.6,1,0,not specific,3.0
1932,SMD,SMD,28.0,28.0,65.0,50.0,15.0,5,186.0,37.2,3,2,core,186.0
1933,SMD,URB,0.0,0.0,0.0,0.0,2.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
1934,SMD,URY,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1935,SMD,VBn,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1936,URA,ADA,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1937,URA,AVE,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1938,URA,CEP,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1939,URA,DVC,0.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1,0,not specific,1.0
1940,URA,IL1,8.0,15.0,27.0,69.0,61.0,5,180.0,36.0,3,2,core,180.0
1941,URA,IL2,1.0,0.0,3.0,0.0,12.0,3,16.0,8.0,2,1,not specific,16.0
1942,URA,OLQ,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
1943,URA,PVT,0.0,0.0,3.0,0.0,0.0,1,3.0,0.6,1,0,not specific,3.0
1944,URA,RIB,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1945,URA,RIH,0.0,0.0,4.0,0.0,0.0,1,4.0,1.3333333333333333,1,0,not specific,4.0
1946,URA,RIP,16.0,14.0,56.0,4.0,3.0,5,93.0,93.0,3,2,core,93.0
1947,URA,RMD,0.0,4.0,10.0,7.0,0.0,3,21.0,7.0,2,1,not specific,21.0
1948,URA,RME,19.0,20.0,37.0,34.0,29.0,5,139.0,46.333333333333336,3,2,core,139.0
1949,URA,URB,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
1950,URA,URY,0.0,0.0,2.0,0.0,0.0,1,2.0,0.6666666666666666,1,0,not specific,2.0
1951,URB,ADA,7.0,8.0,8.0,0.0,0.0,3,23.0,23.0,3,0,cel_specific,23.0
1952,URB,ADE,1.0,1.0,1.0,0.0,0.0,3,3.0,1.5,3,0,cel_specific,3.0
1953,URB,ADL,0.0,0.0,5.0,0.0,0.0,1,5.0,1.25,1,0,not specific,5.0
1954,URB,AVB,6.0,3.0,2.0,0.0,0.0,3,11.0,5.5,3,0,cel_specific,11.0
1955,URB,AVD,2.0,1.0,1.0,0.0,0.0,3,4.0,2.0,3,0,cel_specific,4.0
1956,URB,AVE,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1957,URB,AVJ,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1958,URB,CEP,8.0,6.0,7.0,0.0,0.0,3,21.0,21.0,3,0,cel_specific,21.0
1959,URB,IL1,2.0,4.0,17.0,64.0,51.0,5,138.0,138.0,3,2,core,138.0
1960,URB,IL2,1.0,0.0,3.0,6.0,0.0,3,10.0,10.0,2,1,not specific,10.0
1961,URB,OLL,0.0,2.0,2.0,0.0,0.0,2,4.0,1.0,2,0,not specific,4.0
1962,URB,OLQ,5.0,0.0,2.0,0.0,0.0,2,7.0,3.5,2,0,not specific,7.0
1963,URB,RIB,1.0,0.0,0.0,0.0,0.0,1,1.0,,1,0,not specific,1.0
1964,URB,RIC,18.0,8.0,5.0,0.0,0.0,3,31.0,31.0,3,0,cel_specific,31.0
1965,URB,RIV,1.0,0.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1966,URB,RMD,1.0,4.0,4.0,4.0,2.0,5,15.0,3.0,3,2,core,15.0
1967,URB,RME,0.0,0.0,0.0,23.0,11.0,2,34.0,34.0,0,2,pristi_specific,34.0
1968,URB,RMG,1.0,1.0,8.0,0.0,0.0,3,10.0,2.5,3,0,cel_specific,10.0
1969,URB,RMH,6.0,1.0,5.0,0.0,0.0,3,12.0,4.0,3,0,cel_specific,12.0
1970,URB,SDQ,1.0,1.0,0.0,0.0,0.0,2,2.0,1.0,2,0,not specific,2.0
1971,URB,SIA,1.0,3.0,10.0,0.0,0.0,3,14.0,14.0,3,0,cel_specific,14.0
1972,URB,SIB,0.0,0.0,2.0,0.0,0.0,1,2.0,1.0,1,0,not specific,2.0
1973,URB,SMB,2.0,2.0,8.0,0.0,0.0,3,12.0,2.4,3,0,cel_specific,12.0
1974,URB,SMD,1.0,1.0,0.0,0.0,0.0,2,2.0,0.5,2,0,not specific,2.0
1975,URB,URB,0.0,2.0,1.0,0.0,0.0,2,3.0,3.0,2,0,not specific,3.0
1976,URB,URX,19.0,17.0,42.0,0.0,0.0,3,78.0,19.5,3,0,cel_specific,78.0
1977,URB,URY,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1978,URX,ADA,5.0,0.0,11.0,0.0,0.0,2,16.0,16.0,2,0,not specific,16.0
1979,URX,ADF,0.0,0.0,5.0,3.0,2.0,3,10.0,2.0,1,2,not specific,10.0
1980,URX,ADL,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0
1981,URX,AIB,0.0,1.0,0.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1982,URX,AIM,0.0,0.0,5.0,0.0,0.0,1,5.0,5.0,1,0,not specific,5.0
1983,URX,AIN,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
1984,URX,AIZ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1985,URX,ALM,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1986,URX,AQR,0.0,2.0,0.0,13.0,6.0,3,21.0,5.25,1,2,not specific,21.0
1987,URX,ASH,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
1988,URX,ASI,0.0,0.0,1.0,0.0,0.0,1,1.0,0.5,1,0,not specific,1.0
1989,URX,AUA,37.0,31.0,35.0,3.0,0.0,4,106.0,26.5,3,1,not specific,106.0
1990,URX,AVA,1.0,0.0,3.0,0.0,0.0,2,4.0,2.0,2,0,not specific,4.0
1991,URX,AVB,3.0,0.0,10.0,0.0,1.0,3,14.0,7.0,2,1,not specific,14.0
1992,URX,AVD,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
1993,URX,AVE,10.0,7.0,11.0,0.0,0.0,3,28.0,28.0,3,0,cel_specific,28.0
1994,URX,AVF,0.0,0.0,0.0,1.0,0.0,1,1.0,,0,1,not specific,1.0
1995,URX,AVH,2.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1996,URX,AVJ,1.0,0.0,6.0,0.0,0.0,2,7.0,3.5,2,0,not specific,7.0
1997,URX,AWB,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
1998,URX,BAG,0.0,0.0,2.0,4.0,5.0,3,11.0,2.75,1,2,not specific,11.0
1999,URX,BDU,0.0,0.0,0.0,2.0,0.0,1,2.0,0.6666666666666666,0,1,not specific,2.0
2000,URX,CEP,1.0,0.0,2.0,24.0,17.0,4,44.0,14.666666666666666,2,2,not specific,44.0
2001,URX,DVA,1.0,0.0,0.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
2002,URX,HSN,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
2003,URX,IL1,0.0,1.0,2.0,0.0,0.0,2,3.0,1.0,2,0,not specific,3.0
2004,URX,IL2,4.0,4.0,1.0,0.0,0.0,3,9.0,3.0,3,0,cel_specific,9.0
2005,URX,OLQ,0.0,0.0,4.0,33.0,17.0,3,54.0,18.0,1,2,not specific,54.0
2006,URX,PVN,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
2007,URX,PVP,4.0,0.0,0.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
2008,URX,RIA,50.0,50.0,35.0,24.0,7.0,5,166.0,166.0,3,2,core,166.0
2009,URX,RIB,0.0,0.0,0.0,5.0,0.0,1,5.0,1.0,0,1,not specific,5.0
2010,URX,RIC,11.0,10.0,11.0,0.0,0.0,3,32.0,6.4,3,0,cel_specific,32.0
2011,URX,RID,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
2012,URX,RIF,0.0,0.0,3.0,0.0,0.0,1,3.0,1.5,1,0,not specific,3.0
2013,URX,RIG,12.0,19.0,13.0,14.0,5.0,5,63.0,31.5,3,2,core,63.0
2014,URX,RIP,0.0,0.0,10.0,38.0,7.0,3,55.0,27.5,1,2,not specific,55.0
2015,URX,RIR,9.0,14.0,5.0,5.0,5.0,5,38.0,38.0,3,2,core,38.0
2016,URX,RMD,0.0,0.0,10.0,0.0,0.0,1,10.0,3.3333333333333335,1,0,not specific,10.0
2017,URX,RMF,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
2018,URX,RMG,6.0,3.0,11.0,0.0,0.0,3,20.0,20.0,3,0,cel_specific,20.0
2019,URX,RMH,0.0,0.0,0.0,7.0,0.0,1,7.0,3.5,0,1,not specific,7.0
2020,URX,SIA,1.0,0.0,6.0,0.0,0.0,2,7.0,2.3333333333333335,2,0,not specific,7.0
2021,URX,SMB,0.0,1.0,7.0,0.0,2.0,3,10.0,3.3333333333333335,2,1,not specific,10.0
2022,URX,URB,1.0,0.0,8.0,0.0,0.0,2,9.0,9.0,2,0,not specific,9.0
2023,URX,URX,0.0,0.0,3.0,0.0,0.0,1,3.0,3.0,1,0,not specific,3.0
2024,URY,ADA,0.0,0.0,2.0,2.0,0.0,2,4.0,2.0,1,1,not specific,4.0
2025,URY,ADL,0.0,0.0,0.0,1.0,0.0,1,1.0,0.3333333333333333,0,1,not specific,1.0
2026,URY,AIB,0.0,1.0,0.0,3.0,0.0,2,4.0,4.0,1,1,not specific,4.0
2027,URY,AIM,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
2028,URY,AIZ,0.0,0.0,1.0,0.0,0.0,1,1.0,0.3333333333333333,1,0,not specific,1.0
2029,URY,ALM,0.0,0.0,0.0,2.0,0.0,1,2.0,2.0,0,1,not specific,2.0
2030,URY,AUA,0.0,0.0,0.0,0.0,2.0,1,2.0,1.0,0,1,not specific,2.0
2031,URY,AVA,0.0,1.0,2.0,31.0,4.0,4,38.0,38.0,2,2,not specific,38.0
2032,URY,AVB,5.0,9.0,7.0,10.0,0.0,4,31.0,31.0,3,1,not specific,31.0
2033,URY,AVD,2.0,5.0,2.0,31.0,13.0,5,53.0,53.0,3,2,core,53.0
2034,URY,AVE,26.0,30.0,66.0,112.0,32.0,5,266.0,88.66666666666667,3,2,core,266.0
2035,URY,AVJ,0.0,0.0,1.0,5.0,0.0,2,6.0,6.0,1,1,not specific,6.0
2036,URY,AVL,0.0,0.0,5.0,0.0,0.0,1,5.0,2.5,1,0,not specific,5.0
2037,URY,AWC,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,1,0,not specific,1.0
2038,URY,BAG,0.0,0.0,0.0,21.0,3.0,2,24.0,12.0,0,2,pristi_specific,24.0
2039,URY,BDU,0.0,0.0,0.0,0.0,6.0,1,6.0,2.0,0,1,not specific,6.0
2040,URY,CEP,1.0,3.0,7.0,9.0,2.0,5,22.0,7.333333333333333,3,2,core,22.0
2041,URY,IL1,13.0,16.0,12.0,5.0,3.0,5,49.0,16.333333333333332,3,2,core,49.0
2042,URY,OLL,1.0,2.0,12.0,2.0,0.0,4,17.0,5.666666666666667,3,1,not specific,17.0
2043,URY,OLQ,0.0,2.0,12.0,81.0,20.0,4,115.0,38.333333333333336,2,2,not specific,115.0
2044,URY,PVN,0.0,0.0,0.0,3.0,0.0,1,3.0,3.0,0,1,not specific,3.0
2045,URY,PVT,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
2046,URY,RIA,0.0,0.0,4.0,0.0,0.0,1,4.0,4.0,1,0,not specific,4.0
2047,URY,RIB,14.0,15.0,37.0,31.0,18.0,5,115.0,57.5,3,2,core,115.0
2048,URY,RID,0.0,2.0,3.0,0.0,2.0,3,7.0,7.0,2,1,not specific,7.0
2049,URY,RIF,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
2050,URY,RIG,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0,1,not specific,1.0
2051,URY,RIH,0.0,0.0,2.0,3.0,3.0,3,8.0,,1,2,not specific,8.0
2052,URY,RIM,0.0,0.0,0.0,12.0,0.0,1,12.0,12.0,0,1,not specific,12.0
2053,URY,RIP,0.0,1.0,0.0,24.0,9.0,3,34.0,34.0,1,2,not specific,34.0
2054,URY,RIS,0.0,1.0,1.0,2.0,0.0,3,4.0,4.0,2,1,not specific,4.0
2055,URY,RMD,69.0,84.0,142.0,0.0,2.0,4,297.0,59.4,3,1,not specific,297.0
2056,URY,RME,4.0,0.0,7.0,0.0,0.0,2,11.0,2.2,2,0,not specific,11.0
2057,URY,RMH,0.0,0.0,0.0,7.0,4.0,2,11.0,11.0,0,2,pristi_specific,11.0
2058,URY,SAA,0.0,0.0,0.0,1.0,0.0,1,1.0,0.5,0,1,not specific,1.0
2059,URY,SIB,3.0,7.0,13.0,5.0,0.0,4,28.0,5.6,3,1,not specific,28.0
2060,URY,SMB,0.0,0.0,1.0,2.0,0.0,2,3.0,0.6,1,1,not specific,3.0
2061,URY,SMD,13.0,21.0,43.0,1.0,0.0,4,78.0,39.0,3,1,not specific,78.0
2062,URY,URX,0.0,0.0,3.0,2.0,0.0,2,5.0,2.5,1,1,not specific,5.0
2063,URY,URY,0.0,0.0,0.0,9.0,0.0,1,9.0,4.5,0,1,not specific,9.0
2064,VBn,ADA,0.0,0.0,5.0,0.0,0.0,1,5.0,1.25,1,0,not specific,5.0
2065,VBn,AIB,0.0,0.0,2.0,2.0,0.0,2,4.0,2.0,1,1,not specific,4.0
2066,VBn,ASJ,0.0,0.0,0.0,5.0,0.0,1,5.0,5.0,0,1,not specific,5.0
2067,VBn,AVF,0.0,0.0,0.0,0.0,6.0,1,6.0,6.0,0,1,not specific,6.0
2068,VBn,DBn,0.0,0.0,0.0,0.0,6.0,1,6.0,6.0,0,1,not specific,6.0
2069,VBn,RIG,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0,1,not specific,1.0
2070,VBn,RIM,0.0,0.0,10.0,0.0,0.0,1,10.0,10.0,1,0,not specific,10.0
2071,VBn,RMF,0.0,0.0,12.0,0.0,0.0,1,12.0,6.0,1,0,not specific,12.0
2072,VBn,SAA,0.0,0.0,21.0,3.0,6.0,3,30.0,7.5,1,2,not specific,30.0
2073,VBn,SMB,0.0,0.0,5.0,0.0,0.0,1,5.0,1.0,1,0,not specific,5.0
2074,VCn,VDn,0.0,0.0,2.0,0.0,0.0,1,2.0,2.0,1,0,not specific,2.0
